Waterbody ID,Waterbody Name,District,Zone Regulations,Latitude,Longitude,Surface Area (ha),URL
395186,Lodgepole Pond,Drayton Valley,ES3,53.119469,-115.320171,5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=395186
5149,Loomis Lake,High River,ES1,50.453153,-114.90368,3.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5149
5158,Lost Guide Lake,Rocky Mountain House,ES2,51.904668,-115.933169,5.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5158
6761,Lougheed Trout Pond,Camrose,PP2,52.750929,-111.539761,8,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6761
6658,Lovett Lake,Edson,ES2,53.041523,-116.706,2.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6658
6525,Lower Burstall Lake,Canmore,ES1,50.785287,-115.326112,8.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6525
6528,Lower Chain Lakes,Athabasca,NB2,54.964036,-113.511311,84.8,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6528
6608,Lower Champion Lake,Cochrane,ES1,50.815306,-114.599941,8,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6608
6605,Lower Smuts Lake,Canmore,ES1,50.796667,-115.388417,2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6605
6537,Lower Wildhorse Lakes,Hinton,ES3,53.269491,-117.792759,25.4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6537
6750,Machesis Lake,High Level,NB3,58.324911,-116.585882,24.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6750
317719,Magrath Children's Pond,Cardston,PP1,49.4103,-112.8647,3.7,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=317719
5223,Margaret Lake,Canmore,ES1,51.401845,-115.185439,6.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5223
5232,Marigold Lake,Swan Hills,NB2,54.671776,-115.628279,32.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5232
5245,Mary Gregg Lake,Hinton,ES3,53.112602,-117.454064,11,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5245
5253,Maude Lake,Canmore,ES1,50.689323,-115.293158,125,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5253
19525,Mayan Lake,Hinton,ES3,53.902144,-117.38983,6.7,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=19525
6753,McClennan Reservoir,Valleyview,NB2,55.709784,-116.919773,1.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6753
5275,McGregor Lake,Vulcan,PP1,50.475205,-112.86378,4730.9,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5275
6755,McLaren's Reservoir,Drumheller,PP2,51.840076,-112.45129,22.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6755
3522,McLean Pond,Cochrane,ES1,50.888074,-114.669068,1.9,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=3522
5286,McLeod (Carson) Lake,Whitecourt,ES3,54.298603,-115.652786,Not Found,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5286
6757,McQuillan Reservoir,Lethbridge,PP1,49.64707,-112.45932,1.9,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6757
6785,McVinnie Reservoir,Lethbridge,PP1,52.918593,-111.236446,4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6785
6721,MD Peace Pond #1,Peace River,NB3,56.222511,-117.556197,1.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6721
22995,MD Peace Pond #2,Peace River,NB3,56.224205,-117.553092,9,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=22995
2129,Medley River,Cold Lake,NB1,54.604201,-110.186494,Not Found,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=2129
3523,Michel Reservoir,Medicine Hat,PP1,49.531283,-110.372274,23.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=3523
3524,Michichi Reservoir,Drumheller,PP2,51.582647,-112.52946,15.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=3524
6741,Midway Reservoir,Olds,PP2,51.565685,-113.735238,23.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6741
6642,Mile 07 Lake,Lac La Biche,NB1,55.021444,-112.015324,26.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6642
3526,Milk River Ridge Reservoir,Lethbridge,PP1,49.375056,-112.587358,125.4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=3526
5324,Millers Lake,Edson,ES3,53.560075,-116.768896,37.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5324
5336,Minnow Lake,Edson,ES3,53.36,-116.034,Not Found,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5336
6746,Mirror Reservoir,Ponoka,PP2,52.464155,-113.138878,4.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6746
5348,Mitchell Lake,Rocky Mountain House,ES2,52.216312,-115.007692,15,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5348
6623,Mitchell Pond (Waskasoo Park Pond),Hanna,PP2,52.269458,-113.853351,2.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6623
395196,Mitford Pond,Cochrane,ES1,51.19005,-114.49262,4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=395196
6684,Montagneuse Lake (Stony Lake),Fairview,ES4,56.504886,-118.461339,39.5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6684
5360,Moonshine (Mirage) Lake,Spirit River,NB3,55.886111,-119.227778,30.5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5360
6736,Morinville Fish and Game Pond,Stony Plain,PP2,53.811699,-113.658398,1.8,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6736
6737,Mound Red Reservoir,Wetaskiwin,PP2,52.867842,-113.961579,7.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6737
3482,Mount Lorette Ponds,Canmore,ES1,50.969566,-115.107943,1.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=3482
5387,Muir Lake,Stony Plain,PP2,53.624675,-113.956437,29.9,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5387
5407,Muskiki Lake,Edson,ES2,52.851672,-116.874653,34.8,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5407
6730,Muskoseepi Pond,Grande Prairie,ES4,55.172657,-118.806587,14.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6730
6732,Nardam Lake,Spirit River,NB3,55.762438,-118.725502,1.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6732
6734,Nicholas Sheran Park Pond,Lethbridge,PP1,49.671905,-112.879725,6.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6734
6735,Niemela Reservoir (Ray's Pond),Red Deer,PP2,52.322935,-114.292729,1.5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6735
6647,Niton Lake,Evansburg,ES3,53.616078,-115.725966,2.5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6647
6914,Nordegg Borrow Pit (East),Nordegg,ES2,52.480398,-116.122018,2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6914
6915,Nordegg Borrow Pit (West),Nordegg,ES2,52.484878,-116.128512,7,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6915
6535,North Two Lake,Grande Prairie,ES4,54.380594,-119.755438,3.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6535
6671,Nose Creek,Cochrane,ES1,51.280125,-114.010762,5.4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6671
6724,Nuggent Pond,Ponoka,PP2,52.791495,-114.317013,4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6724
5466,Obed Lake,Hinton,ES3,53.566667,-117.133333,Not Found,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5466
18997,Odlum Lake,High River,ES1,50.473279,-114.912787,7,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=18997
5476,Ole Lake,Fairview,NB3,56.316771,-119.894419,18.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5476
6726,Open Creek Reservoir,Rocky Mountain House,PP2,52.648629,-114.729184,19.8,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6726
5504,Outpost Lake (Police Lake),Cardston,PP1,49.011823,-113.456699,97.8,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5504
18020,Oyen (Concrete Plant Pond),Oyen,PP2,51.351315,-110.488247,5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=18020
6714,Oyen Reservoir,Oyen,PP2,51.6135,-110.497677,13.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6714
5521,Parker Lake,Slave Lake,NB2,55.084708,-114.621162,27,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5521
6718,Parlby Reservoir (Tees Fish Pond),Ponoka,PP2,52.471946,-113.316718,7,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6718
5513,Payne (Mami) Lake,Cardston,ES1,49.1117,-113.655837,219.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5513
5538,Peanut Lake,Barrhead,NB2,54.017399,-114.352591,13.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5538
5555,Peppers Lake,Rocky Mountain House,ES2,52.038779,-11.5705653,11.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5555
5565,Petite Lake,Hinton,ES3,53.655681,-117.702585,11.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5565
5568,Phillipps Lake,Blairmore,ES1,49.642427,-114.662526,2.5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5568
5569,Phyllis Lake,Rocky Mountain House,ES2,52.1,-114.966667,16,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5569
6534,Pierre Greys Lakes (Lower) #1,Grande Cache,ES4,53.910427,-118.60656,15.8,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6534
6533,Pierre Greys Lakes (Middle) #2,Grande Cache,ES4,53.90135,-118.588692,29.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6533
5572,Pierre Greys Lakes (Upper) #3,Grande Cache,ES4,53.908548,-118.585692,53.4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5572
18007,Pine Coulee Reservoir,Claresholm,PP2,50.1757,-113.737738,503.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=18007
6910,Pine Point Borrow Pit,Fox Creek,ES4,54.46228,-116.947095,3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6910
5581,Pinehurst Lake,Lac La Biche,NB1,54.653492,-111.428157,3956.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5581
23789,Pit 24 Lake,Edson,ES3,53.030531,-116.714447,4.9,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=23789
23790,Pit 35 Lake,Edson,ES3,52.992044,-116.649313,2.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=23790
24312,Pit 44 Lake,Edson,ES3,53.004695,-116.653503,7.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=24312
23791,Pit 45 Lake,Edson,ES3,52.992815,-116.645687,7.5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=23791
6706,Pleasure Island Reservoir (Twomey),Camrose,PP2,52.979766,-112.729392,10,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6706
6871,Ponoka Centennial Park Pond,Ponoka,PP2,52.979766,-112.729392,6.5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6871
26047,Radway Fish Pond,Smoky Lake,NB1,54.056876,-112.9560769,Not Found,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=26047
6705,Rainbow Lake Pond,High Level,NB3,58.495385,-119.349303,1.5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6705
6613,Rainbow Park Pond (Westlock Recreation Pond),Barrhead,NB2,54.145706,-113.727525,1.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6613
6702,Rat Lake,Rocky Mountain House,ES2,52.247523,-115.183801,2.5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6702
5646,Rattlesnake Lake,Medicine Hat,PP1,49.978878,-111.060632,987.8,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5646
5649,Rawson Lake,Canmore,ES1,50.591308,-115.153682,Not Found,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5649
5661,Reesor Lake,Medicine Hat,PP1,49.66537,-110.106922,52.4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5661
5667,Ribbon Lake,Canmore,ES1,50.886413,-115.243069,7,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5667
22504,Riverstone Pond,Lethbridge,PP1,49.659849,-112.863787,7,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=22504
3485,Rocky Children's Pond,Rocky Mountain House,ES2,52.398682,-114.949741,1.4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=3485
5714,Running Lake,Fairview,NB3,56.669178,-119.0339,29.7,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5714
5729,Salter's Lake,Barrhead,PP2,53.690156,-114.191032,13.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5729
5743,Sandy Lake,Athabasca,NB3,55.833622,-113.384829,2793.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5743
6695,Sardine Lake,Drayton Valley,PP2,53.193482,-114.551159,2.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6695
5753,Sauer Lake,Stony Plain,PP2,53.612875,-114.078152,42,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5753
5766,Schuman Lake,Swan Hills,NB2,54.318086,-115.077728,9.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5766
6697,Severn Creek Reservoir,Strathmore,PP2,51.208304,-112.955705,22.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6697
5788,Shark Lake,Canmore,ES1,50.840833,-115.397778,2.9,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5788
328085,Shell True North Pond,Grande Prairie,ES4,55.829544,-119.167595,8,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=328085
6699,Shemeluk Lake,Smoky Lake,NB1,54.212986,-112.423089,11,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6699
5804,Shunda Lake (Fish Lake),Nordegg,ES2,52.451617,-116.149976,51.4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5804
6688,Shuster Lake,Vermilion,PP2,52.740747,-110.609119,10.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6688
5805,Sibbald Lake,Canmore,ES1,51.05457,-114.944741,2.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5805
3486,Sibbald Meadows Pond,Canmore,ES1,51.05457,-114.944741,3.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=3486
6651,Silkstone Lake,Edson,ES3,53.0436,-116.717434,5.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6651
5820,Skeleton Lake,Barrhead,NB1,54.61404,-112.726508,877.9,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5820
18014,South Heart Reservoir,High Prairie,NB2,55.688779,-116.602659,Not Found,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=18014
6652,South Sundance Lake,Edson,ES3,53.722144,-116.979844,149,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6652
6535,South Two Lake,Grande Prairie,ES4,54.380594,-119.755438,3.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6535
5858,Sparrows Egg Lake,Canmore,ES1,50.673406,-115.105897,6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5858
5874,Spring (Cottage) Lake,Stony Plain,PP2,53.517861,-114.138808,69.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5874
6692,Spring Coulee Park Pond,Cardston,PP1,49.372404,-113.108558,49,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6692
6693,Spring Lake (Spirit River),Spirit River,ES4,55.513162,-119.583801,40.1,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6693
3534,Spruce Coulee Reservoir,Medicine Hat,PP1,49.673739,-110.181613,19.7,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=3534
24702,St. Paul Fish Pond,St Paul,NB1,53.995566,-111.268531,0.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=24702
3536,Stafford Reservoir,Lethbridge,PP1,49.683103,-112.356181,488.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=3536
5895,Star Lake,Stony Plain,PP2,53.510057,-114.273086,27,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5895
5901,Stenton Lake,Canmore,ES1,51.17613,-115.283424,2.9,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5901
6682,Stirling Children's Pond,Lethbridge,PP1,49.500793,-112.5376,1.9,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6682
6686,Strathmore Children's Pond,Strathmore,PP1,51.041855,-113.390752,1.9,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6686
5919,Strubel Lake,Rocky Mountain House,ES2,52.203976,-115.001395,297,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5919
5929,Sulphur Lake,Fairview,NB3,56.706382,-118.318549,53,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5929
5944,Swan Lake,Valleyview,ES4,55.059122,-117.813668,162.7,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5944
5952,Sylvan Lake,Edmonton,PP2,52.374063,-114.187701,5.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5952
318138,Taber Trout Pond,Medicine Hat,PP2,49.794747,-112.188165,53,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=318138
6635,Tamarack Lake,Swan Hills,NB2,54.702083,-115.71791,19.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6635
5968,Tay Lake,Rocky Mountain House,ES2,52.06155,-115.11949,4.9,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5968
5971,Tea Lake,Slave Lake,NB2,54.795498,-115.015327,114.4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5971
6674,Telegraph Park Pond,Camrose,PP2,53.1886,-113.0443,2.4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6674
6636,Texaco East Pond,Fort McMurray,NB4,56.637029,-111.191296,3.4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6636
6637,Texaco Pond,Fort McMurray,NB4,56.639271,-111.248523,2.7,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6637
5990,Three Isle Lake,Canmore,ES1,50.630121,-115.277514,33.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=5990
6638,Trapper Lake,Edson,ES3,54.022698,-116.362574,2.4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6638
3537,Travers Reservoir,Lethbridge,PP1,50.630121,-115.277514,2239.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=3537
6039,Twin Lakes,Rocky Mountain House,ES2,57.45,-117.533333,27.5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6039
6670,Two Hills Trout Pond,Vegreville,PP2,53.703308,-111.744946,1.4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6670
4167,Upper Burstall Lake,Canmore,ES1,50.781856,-115.335866,9.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=4167
6607,Upper Champion Lake,Cochrane,ES1,50.813258,-114.597433,4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6607
6061,Upper Kananaskis Lake,Canmore,ES1,50.617022,-115.161232,846.4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6061
6606,Upper Smuts Lake,Canmore,ES1,50.796667,-115.388417,2.2,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6606
6160,Upper Wildhorse Lakes,Hinton,ES3,53.271338,-117.80152,2.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6160
6619,Vegreville Children's Pond,Vegreville,PP2,53.492329,-112.035539,1.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6619
6620,Vegreville Trout Pond,Vegreville,PP2,53.474312,-112.05988,1.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6620
6086,Victor Lake,Grande Cache,NB1,53.882014,-119.090207,72.4,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6086
6097,Wadlin Lake,Peace River,NB3,57.737141,-115.584729,1924.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6097
6622,Wallace Park Pond,Vermilion,PP2,52.8425,-110.85653,5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6622
6609,Weberville Pond,Peace River,NB3,56.360995,-117.311159,1.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6609
6524,West Dollar Lake,Valleyview,ES4,55.317308,-117.209194,7.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6524
26854,West Rivers Edge Pond (Fort Lions Park Pond),Edmonton,PP2,53.683219,-113.274136,4.8,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=26854
18019,Wetaskiwin Pond,Wetaskiwin,PP2,52.987222,-113.353311,3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=18019
21137,Whitecourt Town Pond,Whitecourt,ES3,54.149158,-115.685342,5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=21137
26033,Whiteridge Recreational Area Pond (Blueridge Pit),Whitecourt,ES3,54.15613,-115.364319,5.8,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=26033
6625,Wildwood Pond (Stones Pond),Evansburg,ES3,53.601291,-115.318904,1.5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6625
6169,Winagami Lake,Valleyview,NB2,55.625326,-116.735302,4586.3,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6169
6617,Winchell Lake,Sundre,ES2,51.454862,-114.609375,4.7,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6617
6173,Windsor Lake,Ponoka,PP2,52.595848,-113.093667,1.6,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6173
6626,Wolf Creek Pond,Edson,ES3,53.574507,-116.2285,0.9,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6626
6601,Yellowhead Lake,Sundre,ES2,51.957774,-114.802334,24.5,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6601
6598,Zamma Community Pond,High Level,NB3,59.161004,-118.681101,Not Found,https://mywildalberta.ca/fishing/fish-stocking/stocking-maps.aspx?id=6598
